uttid,missing_texts,missing_count,total_segments,asr_result_raw
"Multiple_round_intent_unclear-A1386&""-""&D1386",['| 来，给你看我姐姐的模样，现在我姐姐不想有人打扰她。'],1,1,"[{""asr_result"": ""来，给你看我姐姐的模样。现在我姐姐不想有人打扰她。"", ""start_time"": 1.0, ""end_time"": 5.307}]"
"Multiple_round_intent_unclear-A1388&""-""&D1388",['| 可以呀，现在你赶紧给我出题吧。'],1,1,"[{""asr_result"": ""可以呀，现在你赶紧给我出题吧。"", ""start_time"": 1.0, ""end_time"": 3.48}]"
"Multiple_round_intent_unclear-A139&""-""&D139",['| 你继续说呀。'],1,1,"[{""asr_result"": ""你继续说呀。"", ""start_time"": 1.0, ""end_time"": 2.271}]"
"Multiple_round_intent_unclear-A1390&""-""&D1390",['| 我觉得。'],1,1,"[{""asr_result"": ""我觉得。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"Multiple_round_intent_unclear-A1392&""-""&D1392",['| 好啦，你能看见我的本子了吧？'],1,1,"[{""asr_result"": ""好啦，你能看见我的本子了吧？"", ""start_time"": 1.0, ""end_time"": 3.601}]"
"Multiple_round_intent_unclear-A1394&""-""&D1394",['| 我自己搞的。'],1,1,"[{""asr_result"": ""我自己搞的。"", ""start_time"": 1.0, ""end_time"": 1.995}]"
"Multiple_round_intent_unclear-A1396&""-""&D1396",['| 好啦，开始，你给我，你等会先让我写完这道题，等会再给我出一道这种竖式题吧。'],1,1,"[{""asr_result"": ""好啦，开始。你给我，你等会先让我写完这道题，等会再给我出一道这种竖式题吧。"", ""start_time"": 1.0, ""end_time"": 7.903}]"
"Multiple_round_intent_unclear-A1398&""-""&D1398",['| 再给我出一道除法算式吧。'],1,1,"[{""asr_result"": ""再给我出一道除法算式吧。"", ""start_time"": 1.0, ""end_time"": 3.603}]"
"Multiple_round_intent_unclear-A14&""-""&D14",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"Multiple_round_intent_unclear-A1400&""-""&D1400",['| 是 36÷6 吗？'],1,1,"[{""asr_result"": ""是 36÷6 吗？"", ""start_time"": 1.0, ""end_time"": 2.909}]"
"Multiple_round_intent_unclear-A1402&""-""&D1402",['| 自己告诉我的。'],1,1,"[{""asr_result"": ""《自己告诉我的》"", ""start_time"": 1.0, ""end_time"": 2.219}]"
"Multiple_round_intent_unclear-A1404&""-""&D1404",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.896}]"
"Multiple_round_intent_unclear-A1406&""-""&D1406",['| 这种题，这种题可以出有余数的。'],1,1,"[{""asr_result"": ""这种题这种题可以出有余数的。"", ""start_time"": 1.0, ""end_time"": 4.217}]"
"Multiple_round_intent_unclear-A1408&""-""&D1408",['| 他没写完，他没写完答案之前，你不要告诉他答案。'],1,1,"[{""asr_result"": ""他没写完他没写完答案之前，你不要告诉他答案。"", ""start_time"": 1.0, ""end_time"": 5.008}]"
"Multiple_round_intent_unclear-A141&""-""&D141",['| 你觉得，你觉得我的脚大吗？'],1,1,"[{""asr_result"": ""你觉得你觉得我的脚大吗？"", ""start_time"": 1.0, ""end_time"": 3.154}]"
"Multiple_round_intent_unclear-A1410&""-""&D1410",['| 好了，你再给我出一道有余数的除法算式。我我没写完。没告诉你答案之前，你不要告诉我答案。有可以有余数哦。'],1,1,"[{""asr_result"": ""好了，你再给我出一道有余数的除法算式。我我没写完，没告诉你答案之前，你不要告诉我答案。有，可以有余数哦。"", ""start_time"": 1.0, ""end_time"": 11.518}]"
"Multiple_round_intent_unclear-A1412&""-""&D1412",['| 也可以没余数。'],1,1,"[{""asr_result"": ""《也可以没余数》。"", ""start_time"": 1.0, ""end_time"": 2.15}]"
"Multiple_round_intent_unclear-A1414&""-""&D1414",['| 出一个有余数的。'],1,1,"[{""asr_result"": ""出一个有余数的。"", ""start_time"": 1.0, ""end_time"": 2.426}]"
"Multiple_round_intent_unclear-A1416&""-""&D1416",['| 再给我出一道除法算式，有余数也可以，没余数。'],1,1,"[{""asr_result"": ""再给我出一道除法算式，有余数也可以，没余数"", ""start_time"": 1.0, ""end_time"": 5.217}]"
"Multiple_round_intent_unclear-A1418&""-""&D1418",['| 再给我出一道除法算式。'],1,1,"[{""asr_result"": ""再给我出一道除法算式。"", ""start_time"": 1.0, ""end_time"": 3.163}]"
"Multiple_round_intent_unclear-A142&""-""&D142",['| 第一单元的词给我读 3 遍。'],1,1,"[{""asr_result"": ""第一单元的词给我读 3 遍。"", ""start_time"": 1.0, ""end_time"": 3.193}]"
"Multiple_round_intent_unclear-A1420&""-""&D1420",['| 是几呀？你给我，你给我重复一下呀？那个那个除法数学题可以有余数，也可以没余数的哦。'],1,1,"[{""asr_result"": ""是几啊？你给我你给我重复一下呀。那个那个除法数学题可以有余数，也可以没余数的哦。"", ""start_time"": 1.0, ""end_time"": 8.909}]"
"Multiple_round_intent_unclear-A1422&""-""&D1422",['| 好开心，给我出 5 道，给我出 5 道。'],1,1,"[{""asr_result"": ""好开心，给我出 5 道，给我出 5 道。"", ""start_time"": 1.0, ""end_time"": 4.61}]"
"Multiple_round_intent_unclear-A1424&""-""&D1424",['| 给我出 5 道这种算式。'],1,1,"[{""asr_result"": ""给我出 5 道这种算式。"", ""start_time"": 1.0, ""end_time"": 3.4}]"
"Multiple_round_intent_unclear-A1425&""-""&D1425",['| 豆包，这个怎么退出？'],1,1,"[{""asr_result"": ""豆包，这个怎么退出？"", ""start_time"": 1.0, ""end_time"": 2.91}]"
"Multiple_round_intent_unclear-A1427&""-""&D1427",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.897}]"
"Multiple_round_intent_unclear-A1429&""-""&D1429",['| 请在屏幕已关闭。'],1,1,"[{""asr_result"": ""请在屏幕已关闭。"", ""start_time"": 1.0, ""end_time"": 2.472}]"
"Multiple_round_intent_unclear-A1431&""-""&D1431",['| 那这怎么退出？'],1,1,"[{""asr_result"": ""那这怎么退出？"", ""start_time"": 1.0, ""end_time"": 2.275}]"
"Multiple_round_intent_unclear-A1433&""-""&D1433",['| 1:45，屏幕已关闭。'],1,1,"[{""asr_result"": ""1:45，屏幕已关闭。"", ""start_time"": 1.0, ""end_time"": 3.395}]"
"Multiple_round_intent_unclear-A1435&""-""&D1435",['| 还有另另一个方法是什么？'],1,1,"[{""asr_result"": ""还有另另一个方法是什么？"", ""start_time"": 1.0, ""end_time"": 3.298}]"
"Multiple_round_intent_unclear-A1436&""-""&D1436",['| 翻译一下。'],1,1,"[{""asr_result"": ""翻译一下。"", ""start_time"": 1.0, ""end_time"": 2.085}]"
"Multiple_round_intent_unclear-A1438&""-""&D1438",['| 陈货。'],1,1,"[{""asr_result"": ""《陈货》"", ""start_time"": 1.0, ""end_time"": 1.952}]"
"Multiple_round_intent_unclear-A144&""-""&D144",['| 停。'],1,1,"[{""asr_result"": ""停。"", ""start_time"": 1.0, ""end_time"": 1.75}]"
"Multiple_round_intent_unclear-A1440&""-""&D1440",['| 打断一下，有点快了，我我要慢慢来。'],1,1,"[{""asr_result"": ""打断一下，有点快了，我我要慢慢来。"", ""start_time"": 1.0, ""end_time"": 4.021}]"
"Multiple_round_intent_unclear-A1442&""-""&D1442",['| 就是秘，秘密。'],1,1,"[{""asr_result"": ""就是密密密。"", ""start_time"": 1.0, ""end_time"": 2.429}]"
"Multiple_round_intent_unclear-A1444&""-""&D1444",['| 这叫秘密检查，对吧？'],1,1,"[{""asr_result"": ""这叫秘密检查，对吧？"", ""start_time"": 1.0, ""end_time"": 2.594}]"
"Multiple_round_intent_unclear-A1446&""-""&D1446",['| 然后发现了。'],1,1,"[{""asr_result"": ""然后发现了。"", ""start_time"": 1.0, ""end_time"": 1.906}]"
"Multiple_round_intent_unclear-A1448&""-""&D1448",['| 这什么意思？'],1,1,"[{""asr_result"": ""这什么意思？"", ""start_time"": 1.0, ""end_time"": 2.224}]"
"Multiple_round_intent_unclear-A1450&""-""&D1450",['| The over and over.'],1,1,"[{""asr_result"": ""The Over and Over."", ""start_time"": 1.0, ""end_time"": 2.875}]"
"Multiple_round_intent_unclear-A1452&""-""&D1452",['| 不是，不是，不是 under over investigators 这里开始。'],1,1,"[{""asr_result"": ""不是不是不是， Under Over Investigators 这里开始。"", ""start_time"": 1.0, ""end_time"": 5.061}]"
"Multiple_round_intent_unclear-A1454&""-""&D1454",['| 什么？'],1,1,"[{""asr_result"": ""什么？"", ""start_time"": 1.0, ""end_time"": 1.75}]"
"Multiple_round_intent_unclear-A1456&""-""&D1456",['| 偷运武器？'],1,1,"[{""asr_result"": ""《偷运武器》"", ""start_time"": 1.0, ""end_time"": 2.306}]"
"Multiple_round_intent_unclear-A1458&""-""&D1458",['| Past airport security nearly every time they tried.'],1,1,"[{""asr_result"": ""Passed airport security nearly every time they tried."", ""start_time"": 1.0, ""end_time"": 4.493}]"
"Multiple_round_intent_unclear-A146&""-""&D146",['| 好的，你先说第一个读 3 遍，然后。'],1,1,"[{""asr_result"": ""好的，你先说第一个，读三遍，然后"", ""start_time"": 1.0, ""end_time"": 4.311}]"
"Multiple_round_intent_unclear-A1460&""-""&D1460",['| 好的好的，好的好的，下一个 enhance。'],1,1,"[{""asr_result"": ""好的好的好的好的，下一个， ENHYPEN。"", ""start_time"": 1.0, ""end_time"": 4.469}]"
"Multiple_round_intent_unclear-A1462&""-""&D1462",['| Enhance.'],1,1,"[{""asr_result"": ""Enhance."", ""start_time"": 1.0, ""end_time"": 2.073}]"
"Multiple_round_intent_unclear-A1464&""-""&D1464",['| Security， 这里这里这里，这一段，这一句，下一句。'],1,1,"[{""asr_result"": ""Security，这里这里这里，这一段，这一句，下一句。"", ""start_time"": 1.0, ""end_time"": 7.004}]"
"Multiple_round_intent_unclear-A1466&""-""&D1466",['| 这题是增强安全测量，从那以后。'],1,1,"[{""asr_result"": ""这提示增强安全测量，从那以后。"", ""start_time"": 1.0, ""end_time"": 5.009}]"
"Multiple_round_intent_unclear-A1468&""-""&D1468",['| 好，好，下一句结合。'],1,1,"[{""asr_result"": ""好好，下一句结合。"", ""start_time"": 1.0, ""end_time"": 3.834}]"
"Multiple_round_intent_unclear-A1470&""-""&D1470",['| Combine.'],1,1,"[{""asr_result"": ""Combine."", ""start_time"": 1.0, ""end_time"": 2.028}]"
"Multiple_round_intent_unclear-A1472&""-""&D1472",['| 一个一个翻译。'],1,1,"[{""asr_result"": ""一个一个翻译。"", ""start_time"": 1.0, ""end_time"": 2.146}]"
"Multiple_round_intent_unclear-A1474&""-""&D1474",['| 不是，我是这一句话里面挑出一些单词，然后一些词组一起翻译，懂我意思。'],1,1,"[{""asr_result"": ""不是，我是，这一句话里面挑出一些单词，然后一些词组一起翻译，懂我意思？"", ""start_time"": 1.0, ""end_time"": 7.47}]"
"Multiple_round_intent_unclear-A1476&""-""&D1476",['| 好在现在是 combine with a rise a， 对。'],1,1,"[{""asr_result"": ""好在现在是 Combine with a rise A， 对。"", ""start_time"": 1.0, ""end_time"": 4.633}]"
"Multiple_round_intent_unclear-A1478&""-""&D1478",['| Due to.'],1,1,"[{""asr_result"": ""Due to."", ""start_time"": 1.0, ""end_time"": 1.998}]"
"Multiple_round_intent_unclear-A148&""-""&D148",['| 中文不用读。'],1,1,"[{""asr_result"": ""中文不用读。"", ""start_time"": 1.0, ""end_time"": 2.2}]"
"Multiple_round_intent_unclear-A1480&""-""&D1480",['| 下一句，翻译下一句。'],1,1,"[{""asr_result"": ""下一句，翻译下一句。"", ""start_time"": 1.0, ""end_time"": 2.704}]"
"Multiple_round_intent_unclear-A150&""-""&D150",['| 停停停停，我说的是你先把第一个读三遍，中文不用读，然后你就停下来等我做好笔记，然后我说下一个，你就接着读第二个，懂了吗？'],1,1,"[{""asr_result"": ""停停停停，我说的是，你先把第一个读三遍，中文不用读。然后你就停下来等我做好笔记，然后我说下一个，你就接着读第二个，懂了吗？"", ""start_time"": 1.0, ""end_time"": 11.305}]"
"Multiple_round_intent_unclear-A152&""-""&D152",['| 这个。'],1,1,"[{""asr_result"": ""这个。"", ""start_time"": 1.0, ""end_time"": 2.553}]"
"Multiple_round_intent_unclear-A154&""-""&D154",['| 行，下一个。'],1,1,"[{""asr_result"": ""行，下一个。"", ""start_time"": 1.0, ""end_time"": 2.194}]"
"Multiple_round_intent_unclear-A156&""-""&D156",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.75}]"
"Multiple_round_intent_unclear-A158&""-""&D158",['| 下一个吧。'],1,1,"[{""asr_result"": ""下一个吧。"", ""start_time"": 1.0, ""end_time"": 2.001}]"
"Multiple_round_intent_unclear-A16&""-""&D16",['| 豆包，我先找找啊。'],1,1,"[{""asr_result"": ""豆包，我先找找啊。"", ""start_time"": 1.0, ""end_time"": 2.681}]"
"Multiple_round_intent_unclear-A160&""-""&D160",['| 这个吗？'],1,1,"[{""asr_result"": ""这个吗？"", ""start_time"": 1.0, ""end_time"": 2.224}]"
"Multiple_round_intent_unclear-A162&""-""&D162",['| Kever， 是吗？'],1,1,"[{""asr_result"": ""Cava 是吗？"", ""start_time"": 1.0, ""end_time"": 2.027}]"
"Multiple_round_intent_unclear-A164&""-""&D164",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.75}]"
"Multiple_round_intent_unclear-A166&""-""&D166",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.749}]"
"Multiple_round_intent_unclear-A168&""-""&D168",['| 前面那个科发的什么东西？'],1,1,"[{""asr_result"": ""前面那个科发的什么东西？"", ""start_time"": 1.0, ""end_time"": 3.309}]"
"Multiple_round_intent_unclear-A170&""-""&D170",['| 不是，我说刚才这个。'],1,1,"[{""asr_result"": ""不是，我说刚才这个。"", ""start_time"": 1.0, ""end_time"": 2.761}]"
"Multiple_round_intent_unclear-A172&""-""&D172",['| 那这个前面的科发的啥？'],1,1,"[{""asr_result"": ""那这个前面的科发的啥？"", ""start_time"": 1.0, ""end_time"": 3.022}]"
"Multiple_round_intent_unclear-A174&""-""&D174",['| 你确定吗？我说的是知道那个。'],1,1,"[{""asr_result"": ""你确定吗？我说的是知道那个。"", ""start_time"": 1.0, ""end_time"": 3.705}]"
"Multiple_round_intent_unclear-A176&""-""&D176",['| 好的，那这个知道前面的那个 k 发的是什么东西？'],1,1,"[{""asr_result"": ""好的，那这个知道前面的那个 k 发的是什么东西？"", ""start_time"": 1.0, ""end_time"": 5.483}]"
"Multiple_round_intent_unclear-A178&""-""&D178",['| 好的。'],1,1,"[{""asr_result"": ""好的。"", ""start_time"": 1.0, ""end_time"": 1.896}]"
"Multiple_round_intent_unclear-A18&""-""&D18",['| 来，你看，豆包，这个 3 月的。'],1,1,"[{""asr_result"": ""来，你看，豆包，这个 3 月的。"", ""start_time"": 1.0, ""end_time"": 4.006}]"
"Multiple_round_intent_unclear-A180&""-""&D180",['| 知道了。'],1,1,"[{""asr_result"": ""知道了。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"Multiple_round_intent_unclear-A182&""-""&D182",['| 我觉得我前面那几个单元也有一个跟这个一模一样的。 no， 什么玩意？'],1,1,"[{""asr_result"": ""我觉得我前面那几个单元也有一个跟这个一模一样的，什么玩意？"", ""start_time"": 1.0, ""end_time"": 7.036}]"
"Multiple_round_intent_unclear-A184&""-""&D184",['| 不是不是，算了算了，下一个吧。'],1,1,"[{""asr_result"": ""不是不是，算了算了，下一个吧。"", ""start_time"": 1.0, ""end_time"": 3.512}]"
"Multiple_round_intent_unclear-A186&""-""&D186",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.746}]"
"Multiple_round_intent_unclear-A188&""-""&D188",['| Yes.'],1,1,"[{""asr_result"": ""Yes."", ""start_time"": 1.0, ""end_time"": 2.026}]"
"Multiple_round_intent_unclear-A190&""-""&D190",['| 好的好的，你再读一遍吧。'],1,1,"[{""asr_result"": ""好的好的，你再读一遍吧。"", ""start_time"": 1.0, ""end_time"": 3.293}]"
"Multiple_round_intent_unclear-A192&""-""&D192",['| 椰子的椰怎么写？'],1,1,"[{""asr_result"": ""椰子的椰怎么写？"", ""start_time"": 1.0, ""end_time"": 2.501}]"
"Multiple_round_intent_unclear-A194&""-""&D194",['| 好的好的，你稍稍等我写一下。'],1,1,"[{""asr_result"": ""好的好的，你稍稍等我写一下。"", ""start_time"": 1.0, ""end_time"": 3.408}]"
"Multiple_round_intent_unclear-A196&""-""&D196",['| 等等等等，我还没写完呢，你急个屁。'],1,1,"[{""asr_result"": ""等等等等，我还没写完呢，你急个屁。"", ""start_time"": 1.0, ""end_time"": 3.992}]"
"Multiple_round_intent_unclear-A198&""-""&D198",['| 我又没让你读。'],1,1,"[{""asr_result"": ""我又没让你读。"", ""start_time"": 1.0, ""end_time"": 2.303}]"
"Multiple_round_intent_unclear-A2&""-""&D2",['| 这是什么？'],1,1,"[{""asr_result"": ""这是什么？"", ""start_time"": 1.0, ""end_time"": 2.099}]"
"Multiple_round_intent_unclear-A20&""-""&D20",['| 是不是在嘲笑我们有，他们有蛋挞吃，嘲笑我们没有呢？'],1,1,"[{""asr_result"": ""是不是在嘲笑我们有，他们有蛋挞吃，嘲笑我们没有呢？"", ""start_time"": 1.0, ""end_time"": 5.567}]"
"Multiple_round_intent_unclear-A200&""-""&D200",['| 好了，继续下一个吧。'],1,1,"[{""asr_result"": ""好了，继续下一个吧。"", ""start_time"": 1.0, ""end_time"": 2.633}]"
"Multiple_round_intent_unclear-A202&""-""&D202",['| 再读几遍。'],1,1,"[{""asr_result"": ""再读几遍。"", ""start_time"": 1.0, ""end_time"": 1.95}]"
"Multiple_round_intent_unclear-A204&""-""&D204",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.748}]"
"Multiple_round_intent_unclear-A206&""-""&D206",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.748}]"
"Multiple_round_intent_unclear-A208&""-""&D208",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.744}]"
"Multiple_round_intent_unclear-A210&""-""&D210",['| 再读两遍。'],1,1,"[{""asr_result"": ""再读两遍。"", ""start_time"": 1.0, ""end_time"": 1.946}]"
"Multiple_round_intent_unclear-A212&""-""&D212",['| 再多两遍。'],1,1,"[{""asr_result"": ""再多两遍。"", ""start_time"": 1.0, ""end_time"": 2.071}]"
"Multiple_round_intent_unclear-A214&""-""&D214",['| 下一个吧。'],1,1,"[{""asr_result"": ""下一个吧。"", ""start_time"": 1.0, ""end_time"": 2.0}]"
"Multiple_round_intent_unclear-A216&""-""&D216",['| 下一个。'],1,1,"[{""asr_result"": ""下一个。"", ""start_time"": 1.0, ""end_time"": 1.749}]"
"Multiple_round_intent_unclear-A218&""-""&D218",['| 跟鱼有什么区别？'],1,1,"[{""asr_result"": ""跟鱼有什么区别？"", ""start_time"": 1.0, ""end_time"": 2.562}]"
"Multiple_round_intent_unclear-A219&""-""&D219",['| 把它抓起来，丢到水里去。'],1,1,"[{""asr_result"": ""把他抓起来，丢到水里去。"", ""start_time"": 1.0, ""end_time"": 2.875}]"
"Multiple_round_intent_unclear-A22&""-""&D22",['| 你能不能锐一点？'],1,1,"[{""asr_result"": ""你能不能锐一点？"", ""start_time"": 1.0, ""end_time"": 2.422}]"
"Multiple_round_intent_unclear-A221&""-""&D221",['| 拿到我的行政护盾来，把我的护盾你们自相残杀。'],1,1,"[{""asr_result"": ""拿到我的行政护盾来，把我的护盾，你们自相残杀。"", ""start_time"": 1.0, ""end_time"": 4.689}]"
"Multiple_round_intent_unclear-A223&""-""&D223",['| 快跑，快跑，快跑。'],1,1,"[{""asr_result"": ""快跑快跑快跑！"", ""start_time"": 1.0, ""end_time"": 2.216}]"
"Multiple_round_intent_unclear-A225&""-""&D225",['| 情况好像不太妙，真的情况不太妙。'],1,1,"[{""asr_result"": ""情况好像不太妙，真的情况不太妙。"", ""start_time"": 1.0, ""end_time"": 4.01}]"
"Multiple_round_intent_unclear-A227&""-""&D227",['| 情况好像很真的情，情况很不妙，真的很紧急，很很不妙。'],1,1,"[{""asr_result"": ""情况好像很，真的情，情况很不妙，真的很紧急，很很不妙。"", ""start_time"": 1.0, ""end_time"": 7.081}]"
"Multiple_round_intent_unclear-A229&""-""&D229",['| 哼，居然如此，我们赤手空拳，我们是打他去。'],1,1,"[{""asr_result"": ""哼！居然如此，我们赤手空拳，我们是打他去。"", ""start_time"": 1.0, ""end_time"": 4.761}]"
"Multiple_round_intent_unclear-A23&""-""&D23",['| 哎，豆包，我说话，豆包。豆包，我说话吗？豆包。'],1,1,"[{""asr_result"": ""哎，豆包，我说话啊。豆包豆包，我说话吗？豆包。"", ""start_time"": 1.0, ""end_time"": 5.901}]"
"Multiple_round_intent_unclear-A231&""-""&D231",['| 妈的，我看我对你觉得恶心，我看我都觉得他们恶心。'],1,1,"[{""asr_result"": ""妈的，我看我对你觉得恶心，我看我都觉得他们恶心。"", ""start_time"": 1.0, ""end_time"": 4.957}]"
"Multiple_round_intent_unclear-A233&""-""&D233",['| 糊里糊涂的。'],1,1,"[{""asr_result"": ""《糊里糊涂的》"", ""start_time"": 1.0, ""end_time"": 2.296}]"
"Multiple_round_intent_unclear-A235&""-""&D235",['| 我靠，这里咋整啊？'],1,1,"[{""asr_result"": ""我靠，这里咋整啊？"", ""start_time"": 1.0, ""end_time"": 2.809}]"
"Multiple_round_intent_unclear-A237&""-""&D237",['| 不是，真没，你们这帮没用东西，你们这帮没用，你们这帮没用的东西。'],1,1,"[{""asr_result"": ""不是，真没，你们这帮没用东西，你们这帮没用，你们这帮没用的东西。"", ""start_time"": 1.0, ""end_time"": 6.44}]"
"Multiple_round_intent_unclear-A239&""-""&D239",['| 你们这帮没用的东西，我砸死你。'],1,1,"[{""asr_result"": ""你们这帮没用的东西，我砸死你。"", ""start_time"": 1.0, ""end_time"": 3.34}]"
"Multiple_round_intent_unclear-A241&""-""&D241",['| 那你别玩，谁让你这么垃圾没用呢？'],1,1,"[{""asr_result"": ""那你别玩，谁让你这么垃圾，没用呢。"", ""start_time"": 1.0, ""end_time"": 3.838}]"
"Multiple_round_intent_unclear-A243&""-""&D243",['| 看。'],1,1,"[{""asr_result"": ""《Can》"", ""start_time"": 1.0, ""end_time"": 1.621}]"
"Multiple_round_intent_unclear-A245&""-""&D245",['| 不是，你能教我怎么才能上这个车吗？你能教我如何上车吗？'],1,1,"[{""asr_result"": ""不是，你能教我怎么才能上这个车吗？你能教我如何上车吗？"", ""start_time"": 1.0, ""end_time"": 6.11}]"
"Multiple_round_intent_unclear-A247&""-""&D247",['| 我这这个姜写的真的欠揍，这姜。'],1,1,"[{""asr_result"": ""我这这个姜写的真的欠揍，我这姜。"", ""start_time"": 1.0, ""end_time"": 3.944}]"
"Multiple_round_intent_unclear-A248&""-""&D248",['| 你好，豆包，你可以就是按顺序给我读下来吗？从那个 due to 开始。'],1,1,"[{""asr_result"": ""你好，豆包。你可以，就是按顺序给我读下来吗？从那个《Do To》开始。"", ""start_time"": 1.0, ""end_time"": 6.211}]"
"Multiple_round_intent_unclear-A25&""-""&D25",['| 豆包在吗？你可凤凰夜里会知道吗？'],1,1,"[{""asr_result"": ""豆包在吗？你可就算凤凰会展翅原唱版？"", ""start_time"": 1.0, ""end_time"": 4.083}]"
"Multiple_round_intent_unclear-A250&""-""&D250",['| 等一下。'],1,1,"[{""asr_result"": ""等一下。"", ""start_time"": 1.0, ""end_time"": 1.896}]"
"Multiple_round_intent_unclear-A252&""-""&D252",['| 慢一点。'],1,1,"[{""asr_result"": ""慢一点。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"Multiple_round_intent_unclear-A254&""-""&D254",['| 能不能再慢一点？再慢一点。'],1,1,"[{""asr_result"": ""能不能再慢一点再慢一点？"", ""start_time"": 1.0, ""end_time"": 3.278}]"
"Multiple_round_intent_unclear-A256&""-""&D256",['| 还是太快啦，太快啦，一个一个词慢慢读。'],1,1,"[{""asr_result"": ""还是太快了太快了，一个一个词慢慢读。"", ""start_time"": 1.0, ""end_time"": 5.263}]"
"Multiple_round_intent_unclear-A258&""-""&D258",['| 这一串不用读。'],1,1,"[{""asr_result"": ""这一串不用读。"", ""start_time"": 1.0, ""end_time"": 2.275}]"
"Multiple_round_intent_unclear-A259&""-""&D259",['| 哎，你这屏幕咋黑了？'],1,1,"[{""asr_result"": ""你这屏幕咋黑了？"", ""start_time"": 1.0, ""end_time"": 3.147}]"
"Multiple_round_intent_unclear-A261&""-""&D261",['| 那你给我。'],1,1,"[{""asr_result"": ""那你给我。"", ""start_time"": 1.0, ""end_time"": 1.9}]"
"Multiple_round_intent_unclear-A263&""-""&D263",['| 哼，其实刚才我是用牛奶挡住的。'],1,1,"[{""asr_result"": ""哼，其实刚才我是用牛奶挡住的。"", ""start_time"": 1.0, ""end_time"": 4.038}]"
"Multiple_round_intent_unclear-A265&""-""&D265",['| 那那屏幕咋黑了？'],1,1,"[{""asr_result"": ""那那屏幕咋黑了？"", ""start_time"": 1.0, ""end_time"": 2.507}]"
"Multiple_round_intent_unclear-A267&""-""&D267",['| 什么剑呀？什么剑呀？'],1,1,"[{""asr_result"": ""什么剑呀什么剑呀？"", ""start_time"": 1.0, ""end_time"": 3.07}]"
"Multiple_round_intent_unclear-A269&""-""&D269",['| 按哪个呀？按哪个呀？'],1,1,"[{""asr_result"": ""按哪个呀？按哪个呀？"", ""start_time"": 1.0, ""end_time"": 2.835}]"
"Multiple_round_intent_unclear-A27&""-""&D27",['| 豆包豆包。'],1,1,"[{""asr_result"": ""豆包豆包。"", ""start_time"": 1.0, ""end_time"": 2.557}]"
"Multiple_round_intent_unclear-A271&""-""&D271",['| 是不是这个转圈的呀？'],1,1,"[{""asr_result"": ""是不是这个转圈的呀？"", ""start_time"": 1.0, ""end_time"": 2.702}]"
"Multiple_round_intent_unclear-A273&""-""&D273",['| 哎，这那个可以换面呀？'],1,1,"[{""asr_result"": ""哎，这，那个可以换面呀？"", ""start_time"": 1.0, ""end_time"": 3.401}]"
"Multiple_round_intent_unclear-A275&""-""&D275",['| 那你看这巧克力起冰。'],1,1,"[{""asr_result"": ""那你看这巧克力骑兵。"", ""start_time"": 1.0, ""end_time"": 2.625}]"
"Multiple_round_intent_unclear-A277&""-""&D277",['| 不是，不是，这他这里看不到这。'],1,1,"[{""asr_result"": ""不是不是，这，他这里看不到这。"", ""start_time"": 1.0, ""end_time"": 3.503}]"
"Multiple_round_intent_unclear-A279&""-""&D279",['| 还是换个面吧。'],1,1,"[{""asr_result"": ""还是换个面吧。"", ""start_time"": 1.0, ""end_time"": 2.153}]"
"Multiple_round_intent_unclear-A281&""-""&D281",['| 哎，怎么又黑了？'],1,1,"[{""asr_result"": ""哎，怎么又黑了？"", ""start_time"": 1.0, ""end_time"": 2.751}]"
"Multiple_round_intent_unclear-A283&""-""&D283",['| 干啥？'],1,1,"[{""asr_result"": ""干啥啊？"", ""start_time"": 1.0, ""end_time"": 1.88}]"
"Multiple_round_intent_unclear-A285&""-""&D285",['| 苹果又黑了。'],1,1,"[{""asr_result"": ""苹果又黑了。"", ""start_time"": 1.0, ""end_time"": 2.225}]"
"Multiple_round_intent_unclear-A287&""-""&D287",['| 是什么件呀？'],1,1,"[{""asr_result"": ""是什么键呀？"", ""start_time"": 1.0, ""end_time"": 2.225}]"
